"","row","col",""
"135",47342,807,10.8841537002092
"136",262,832,10.9772062933971
"137",56649,832,10.8799031985221
"138",262,864,11.4977243356635
"139",56649,864,12.0196662688343
"140",36993,871,10.9846819046097
"141",3543,908,10.9384834159236
"142",37949,908,11.4220198929827
"143",47342,908,11.564289826289
"144",57111,908,10.9240575605876
"145",57111,947,10.9430568509112
"146",262,951,11.2303487666004
"147",56649,951,11.661827889443
"148",37949,963,11.4071604872893
"149",56649,971,10.9946229195379
"150",21778,992,11.2212309611101
"151",37949,992,11.3471416633534
"152",47342,992,11.0743058571226
"153",262,1025,11.0605678952731
"154",3543,1080,11.3568199772707
"155",3548,1080,11.0590681343564
"156",3618,1080,10.9948634776026
"157",3661,1080,10.9379934475568
"158",21778,1080,10.8840132984152
"159",23266,1080,10.9413092985771
"160",31024,1080,11.0846454633518
"161",37873,1080,10.9258703167733
"162",37944,1080,11.4186603031751
"163",37949,1080,11.9498813517831
"164",44391,1080,11.1874222621312
"165",46327,1080,10.9016877308304
"166",47342,1080,11.2965413478973
"167",52589,1080,11.0389230500323
"168",53933,1080,10.9960083583993
"169",53940,1080,11.0143338844669
"170",56649,1080,11.2235454947888
"171",57111,1080,11.8825213729845
"172",57116,1080,11.0968645042102
"173",57122,1080,11.0699408995086
"174",35164,1086,11.5654798297889
"175",37944,1089,10.9092621942439
"176",37949,1089,11.0063559892039
"177",57111,1089,11.0540392001008
"178",56649,1122,10.9471217836906
"179",57111,1122,11.2162127585402
"180",37949,1140,11.3164625223454
"181",262,1165,11.1302906520166
"182",56649,1165,11.3750856130861
"183",47342,1172,11.1217930016345
"184",3543,1178,11.5738790019272
"185",21778,1178,11.1782951201712
"186",47342,1178,10.9857636212075
"187",53933,1178,11.2160589884014
"188",53940,1178,10.9777632521754
"189",56649,1230,10.9268862816264
"190",56649,1232,10.9038834302369
"191",262,1237,11.1453253480203
"192",56649,1237,11.6256595907021
"193",262,1238,11.752427042199
"194",56649,1238,12.0991210908743
"195",37949,1242,11.4650109595992
"196",262,1247,10.9187650753332
"197",52589,1247,10.8945559086337
"198",56278,1247,11.2391062921638
"199",56649,1247,11.1859771357845
"200",57111,1247,11.3745549237472
"201",262,1257,11.1510281291265
"202",29420,1257,11.1584309701883
"203",31024,1257,11.0822770719302
"204",37944,1257,11.1003692917409
"205",56278,1257,11.030931785333
"206",56649,1257,11.5694107424001
"207",57111,1257,11.7775088503454
"208",57116,1257,11.2189373167725
"209",57122,1257,11.0619305397151
"210",262,1260,11.7722400213376
"211",56649,1260,11.1181195159754
"212",262,1262,11.7280292850359
"213",56649,1262,11.7792734254309
"214",262,1267,11.8712582848011
"215",56649,1267,11.4579493130514
"216",46949,1271,10.9009465708493
"217",56649,1271,10.9839192543363
"218",56649,1294,11.0467011842511
"219",4051,1297,12.3764219718796
"220",4333,1297,11.5439922279036
"221",20331,1297,11.9423963324531
"222",36559,1297,11.1883115128343
"223",39337,1297,11.1282049589707
"224",41732,1297,12.2070450443211
"225",49098,1297,10.9590000820856
"226",57872,1297,10.9166634458773
"227",58090,1297,12.4918010503467
"228",56299,1299,11.679393974463
"229",262,1306,11.1618917653519
"230",3543,1306,11.0460558118462
"231",52589,1306,11.0717824026482
"232",56649,1306,11.1770470960532
"233",57111,1306,11.9339018834117
"234",57116,1306,12.2823210243589
"235",57122,1306,11.911901422577
"236",57127,1306,11.3200637626972
"237",57129,1306,11.1093022710091
"238",4333,1316,11.1638218504894
"239",58090,1316,12.8461300363256
"240",262,1323,12.1462904985007
"241",56649,1323,11.6796866945064
"242",56649,1328,11.0600833900064
"243",262,1338,11.2494556673008
"244",56649,1338,10.8763703023021
"245",262,1347,11.6180744786537
"246",56649,1347,11.3760565707263
"247",25839,1439,12.245436703491
"248",262,1468,10.9483251936492
"249",37949,1497,11.2196924153294
"250",37944,1593,11.1498867039806
"251",56649,1602,10.9107087924044
"252",3543,1620,11.0327754964043
"253",37949,1628,11.0760090287882
"254",7477,1650,11.5040307531748
"255",262,1719,11.2687071330767
"256",56649,1719,11.0161613278495
"257",37917,1757,10.8971839818242
"258",57350,1757,10.9772489289582
"259",21752,1766,10.8826471560967
"260",262,1786,11.6388086088079
"261",56649,1786,11.1151230814579
"262",21778,1790,10.9538688592976
"263",37949,1790,11.109646836079
"264",262,1803,11.7933507725962
"265",56649,1803,12.0135152842482
"266",47342,1804,10.9551459522292
"267",262,1813,11.1921318669597
"268",3512,1814,11.021060403782
"269",21778,1814,11.1017421531221
"270",47342,1814,10.9502821065314
"271",262,1818,11.0761236034222
"272",2657,1826,11.5253795460668
"273",4245,1826,10.9666814875816
"274",4537,1826,11.0466297105031
"275",5876,1826,11.05343895475
"276",7477,1826,12.5827845349462
"277",22640,1826,11.1336135044949
"278",23454,1826,11.1238543602224
"279",25176,1826,11.8849925722917
"280",25635,1826,11.3271223839341
"281",26046,1826,12.1606660548365
"282",27035,1826,11.1886497978659
"283",31330,1826,10.8805066113268
"284",31625,1826,11.994726341692
"285",32751,1826,11.4645122292048
"286",35840,1826,11.3965698232279
"287",36198,1826,11.5373553958099
"288",36261,1826,11.1942141311802
"289",36993,1826,11.6818280119702
"290",37913,1826,11.5260879894677
"291",37915,1826,11.2166848528451
"292",37917,1826,11.3809079285489
"293",38944,1826,11.2070421893499
"294",40703,1826,11.1100234344622
"295",42962,1826,10.9236864452301
"296",42963,1826,11.4176296921079
"297",44362,1826,11.2082164793441
"298",44365,1826,12.3509943166501
"299",46949,1826,11.0871764071213
"300",48707,1826,12.0097658366372
"301",48708,1826,12.426215255346
"302",48709,1826,11.1514285816078
"303",48710,1826,12.7880712714213
"304",49242,1826,11.1676887548287
"305",50697,1826,11.7546428961624
"306",50698,1826,11.5551148104351
"307",56097,1826,10.9458378135679
"308",56493,1826,11.1913319518121
"309",57410,1826,11.1381534880707
"310",37915,1836,10.9680205224817
"311",37917,1836,11.2377034511935
"312",262,1842,11.8220458229478
"313",37873,1842,10.9043374029643
"314",37944,1842,11.4162275832191
"315",37949,1842,11.2081453931763
"316",47342,1842,11.1882098861769
"317",56649,1842,12.1362462172975
"318",57111,1842,12.419685149369
"319",57122,1842,10.9300841173708
"320",33966,1858,11.2045485837187
"321",37949,1858,11.1552973489051
"322",33966,1860,11.1640950455132
"323",262,1864,11.0294295496869
"324",3618,1864,11.0104770440642
"325",33966,1864,11.4293439114632
"326",56649,1864,11.2297337536886
"327",262,1870,11.2627819207538
"328",56649,1870,11.0869722991099
"329",27057,1904,10.8990140960652
"330",56649,1907,11.6966645846651
"331",262,1976,11.0924502371798
"332",56649,1976,11.1177081858973
"333",56649,1977,11.0127459042937
"334",262,2025,11.1770848083889
"335",56649,2025,11.6566778528987
"336",262,2031,11.6655083053536
"337",21778,2031,11.953107344388
"338",21779,2031,11.0036279217691
"339",37944,2031,11.0864950402667
"340",37949,2031,11.6380600145745
"341",47342,2031,11.7991279593473
"342",56649,2031,11.1988079423922
"343",37949,2038,10.9047810033587
"344",262,2043,11.1507283444048
"345",262,2044,11.3058156073541
"346",4863,2054,11.4815726698283
"347",25888,2054,10.9651254448129
"348",26463,2054,10.9638171034154
"349",262,2065,10.9278050012595
"350",21687,2065,11.3414714927545
"351",21778,2065,11.1245094433569
"352",37949,2065,11.9114088420204
"353",57111,2065,10.9640556219304
"354",7477,2073,11.2787093914893
"355",23454,2073,11.0395273874395
"356",25176,2073,10.946535334273
"357",37913,2073,11.3888543595554
"358",50317,2073,10.9943560139935
"359",20331,2085,11.1371557945286
"360",20331,2090,10.9577554295742
"361",56649,2123,10.9602319837891
"362",57111,2123,11.2313398788877
"363",57111,2348,11.1160680696532
"364",57116,2348,11.2976234775623
"365",262,2396,11.4549625794995
"366",3512,2396,11.1543866788466
"367",3730,2396,11.0694637160886
"368",21778,2396,12.1135941874409
"369",21779,2396,11.1967852115725
"370",37949,2396,12.3607377947024
"371",47342,2396,11.8217606320095
"372",57111,2396,12.3761446555774
"373",262,2397,11.5013007065793
"374",21751,2397,11.0680893778914
"375",37873,2397,11.3467812592829
"376",37944,2397,11.899463627886
"377",56649,2397,11.6478129552529
"378",4537,2410,11.0518345286901
"379",7477,2410,13.0118576439927
"380",15203,2410,10.8798191010131
"381",17540,2410,11.1141401765904
"382",17545,2410,12.0968268015824
"383",17981,2410,11.3417199098124
"384",18321,2410,12.1313274956934
"385",19636,2410,10.9634614789508
"386",19769,2410,11.0573742180008
"387",21439,2410,11.4209481222601
"388",22935,2410,10.927833025389
"389",24780,2410,11.147952828363
"390",25176,2410,12.4821769193338
"391",25513,2410,11.4173777609124
"392",25579,2410,11.5330670339402
"393",25730,2410,11.2996028869508
"394",25732,2410,10.999811207535
"395",25741,2410,11.9129725127082
"396",26046,2410,11.8681374471853
"397",26216,2410,11.8523757135793
"398",26238,2410,11.1654797623226
"399",26260,2410,11.1335518008392
"400",28983,2410,10.9187442986051
"401",30185,2410,13.2985533141536
"402",30226,2410,11.2195984029454
"403",31330,2410,11.429748196625
"404",31981,2410,11.6853044897412
"405",32000,2410,11.1736487786282
"406",32018,2410,11.6233931236059
"407",33124,2410,11.071598489164
"408",33654,2410,11.5946393051505
"409",33682,2410,11.4098467906689
"410",33721,2410,11.4878000904252
"411",33759,2410,11.2174275571943
"412",35164,2410,11.1602535009847
"413",35229,2410,12.9960679147881
"414",35286,2410,10.8853306157199
"415",36659,2410,11.3381640990492
"416",37389,2410,11.0259522538226
"417",37714,2410,11.1750832242064
"418",37718,2410,10.9863492540785
"419",37915,2410,11.0499666155604
"420",37917,2410,11.0428856161433
"421",39023,2410,11.1443295524187
"422",41012,2410,11.937917796252
"423",41277,2410,10.8933438952176
"424",42116,2410,11.1439625881406
"425",43019,2410,10.9810941160434
"426",43020,2410,11.5293010480389
"427",43070,2410,13.1923185519049
"428",47908,2410,10.9354485200668
"429",56097,2410,11.6106701310683
"430",57410,2410,11.2774450750715
"431",57925,2410,11.0320765384473
"432",58207,2410,10.9782275484245
"433",58210,2410,11.1759744953111
"434",7477,2411,12.4239764049776
"435",15203,2411,10.986725325842
"436",17540,2411,11.225726474978
"437",17545,2411,11.3536473353281
"438",18321,2411,11.3677460609803
"439",19636,2411,11.0917809002511
"440",24780,2411,11.3904826180725
"441",25176,2411,12.8204071760883
"442",25513,2411,11.6555353630154
"443",25579,2411,10.9770932310549
"444",25730,2411,11.4180747396797
"445",25732,2411,11.1298350932155
"446",25741,2411,12.0823494858635
"447",26046,2411,12.2103794744388
"448",26216,2411,10.9793878376042
"449",26238,2411,11.2899698685497
"450",26260,2411,11.288342935862
"451",26699,2411,10.8785027623439
"452",30185,2411,12.521616400751
"453",31330,2411,11.7570237444514
"454",31981,2411,10.9581181238611
"455",33654,2411,10.9163435663238
"456",35164,2411,11.332528134445
"457",35229,2411,13.0760907539484
"458",35286,2411,11.0203446653548
"459",36659,2411,11.4736392492025
"460",37144,2411,11.0036810800009
"461",37389,2411,11.0986988032837
"462",41012,2411,12.0393530372521
"463",42116,2411,11.1746219803592
"464",43019,2411,11.2140413742264
"465",43020,2411,11.7310301878593
"466",43070,2411,13.2669036927801
"467",47908,2411,10.941589177801
"468",56097,2411,11.9477608062117
"469",57410,2411,11.2783871010378
"470",57925,2411,11.1624120242886
"471",3543,2436,11.3020868897038
"472",3548,2436,11.1083371034253
"473",3626,2436,11.0023257900445
"474",3661,2436,11.0648810694037
"475",23266,2436,10.9985530701792
"476",25839,2436,11.2725678747032
"477",37949,2436,11.8811375233991
"478",47342,2436,11.368989239661
"479",53933,2436,10.9965443407826
"480",53940,2436,10.9951666680507
"481",56649,2436,11.3040186044667
"482",57111,2466,10.9982209771656
"483",57111,2482,10.9362590290896
"484",37944,2502,11.1527907636262
"485",37949,2502,11.4387111279953
"486",262,2507,11.3089377733303
"487",262,2521,11.5728302358822
"488",56649,2521,11.2800761107021
"489",57111,2542,11.3564665567559
"490",57122,2542,10.9127657733196
"491",21778,2563,11.0102753680612
"492",37949,2563,11.2045111099238
"493",5388,2566,11.8935194845693
"494",8973,2566,11.0567337808529
"495",15461,2566,11.5758099361775
"496",15768,2566,11.486585946071
"497",17266,2566,11.3218228389029
"498",17576,2566,11.5363732806169
"499",19597,2566,11.4116185208069
"500",24635,2566,11.3270661411345
"501",24637,2566,11.1624586376254
"502",25176,2566,10.8862237026609
"503",25579,2566,11.7042314568799
"504",26046,2566,12.412774214828
"505",26382,2566,11.1858367161379
"506",26592,2566,11.2395913378636
"507",27739,2566,11.319290246519
"508",28146,2566,12.2321759443873
"509",28778,2566,11.277772650998
"510",30131,2566,10.9318534130612
"511",30185,2566,10.9245726022932
"512",31330,2566,11.2461458151868
"513",33654,2566,11.1528706746539
"514",33704,2566,11.3010259224684
"515",35921,2566,10.8765471900908
"516",37714,2566,11.6908901150939
"517",37915,2566,12.1894856881691
"518",37917,2566,12.1886175687705
"519",38060,2566,10.8911727014807
"520",39023,2566,12.1026229335906
"521",43019,2566,11.6964090487445
"522",43020,2566,10.9250830433909
"523",44245,2566,10.8792788062291
"524",46410,2566,10.965242038164
"525",56097,2566,11.5366723715034
"526",7477,2567,12.4808033829368
"527",17545,2567,11.266343762707
"528",18321,2567,11.2873117648708
"529",25176,2567,11.7614394503296
"530",25579,2567,10.9696633641148
"531",25741,2567,11.2352710255605
"532",26046,2567,10.9532325403929
"533",30185,2567,12.4367418632767
"534",30226,2567,11.0924093091743
"535",31981,2567,10.8865716628917
"536",33654,2567,11.2397241981068
"537",35229,2567,12.1954334720274
"538",41012,2567,10.9819829920029
"539",43020,2567,11.0338619033243
"540",43070,2567,12.3191816520401
"541",56097,2567,11.0518677728698
"542",7477,2570,11.2556981291482
"543",56649,2643,10.9369582253443
"544",262,2646,11.0051383852218
"545",262,2651,12.2033125857417
"546",21631,2651,11.048744134956
"547",21751,2651,11.0786314027666
"548",37873,2651,11.4127084360629
"549",37944,2651,11.9639335544099
"550",56649,2651,12.1863362318062
"551",262,2653,11.0196606287249
"552",56278,2653,11.3210025677924
"553",56649,2653,10.9193337992762
"554",57111,2653,11.0727715057701
"555",7477,2658,10.9757947305916
"556",17981,2658,11.2644608351519
"557",30185,2658,11.164027443489
"558",33721,2658,11.8189971656563
"559",35229,2658,11.2737697201738
"560",43070,2658,11.3648070113764
"561",7477,2659,11.3154751054134
"562",15307,2659,10.9878964670087
"563",25176,2659,11.1239313626176
"564",26046,2659,12.093476659259
"565",31330,2659,11.3809813665974
"566",33654,2659,11.4181913513166
"567",37714,2659,11.232403984664
"568",43019,2659,11.0837026470345
"569",57410,2659,11.1718197262428
"570",262,2669,11.0150600419582
"571",262,2671,12.0691235161489
"572",37944,2671,11.3933048533157
"573",47342,2671,11.1121730156095
"574",56649,2671,12.386119363135
"575",57111,2671,12.5205088204965
"576",37949,2673,10.9552262157331
"577",47342,2687,11.6677775392368
"578",47342,2689,11.073990460093
"579",262,2733,11.4196083868124
"580",262,2739,11.7089761117816
"581",56649,2739,11.0563456882603
"582",262,2743,11.3180560020469
"583",262,2744,11.3919962938062
"584",262,2747,10.9707093651887
"585",262,2777,11.979974521296
"586",37944,2777,11.089035343272
"587",56649,2777,11.3948603038809
"588",262,2778,11.5268517306478
"589",56649,2778,10.9585920853457
"590",56649,2781,11.2237942399035
"591",57111,2781,11.1388389328026
"592",56278,2782,11.822198262948
"593",262,2789,10.916806730293
"594",56649,2789,11.0003945087103
"595",262,2790,11.0266888007077
"596",262,2792,11.3015700696778
"597",37944,2792,10.8949896065968
"598",31979,2818,11.4386198513724
"599",5388,2823,11.3121679551778
"600",25176,2823,11.6578573326238
"601",25984,2823,12.0200451873445
"602",25985,2823,11.1327190388432
"603",28291,2823,11.37487754848
"604",28778,2823,11.0354941709741
"605",36993,2823,11.1803865912349
"606",38944,2823,11.1696139440326
"607",41613,2823,11.0217020421208
"608",43454,2823,11.2143847666889
"609",56097,2823,11.5358700882695
"610",37949,2827,11.1726810510224
"611",25984,2830,10.9995804244656
"612",37949,2834,11.1450982672759
"613",37944,2843,11.1510120765467
"614",37949,2861,10.9510020119439
"615",37949,2862,10.979471976698
"616",56278,2867,12.1411579592141
"617",262,2893,10.9702636866676
"618",262,2904,11.5389447281098
"619",37944,2904,10.8820729074863
"620",56649,2904,11.5120040214605
"621",262,2906,11.3328247237993
"622",56278,2906,12.9208019658314
"623",56333,2906,11.9180759572802
"624",56649,2906,11.5299375984394
"625",57111,2906,11.5121339138865
"626",56278,2907,10.8995611759381
"627",16610,2910,11.4448609547981
"628",20065,2910,10.8874743835816
"629",23553,2910,10.9233352794301
"630",25176,2910,11.6307240643921
"631",26046,2910,10.9422268181313
"632",27378,2910,11.1276679384987
"633",28294,2910,11.1579553132328
"634",30918,2910,11.3769271771812
"635",31330,2910,11.0158382726232
"636",31625,2910,10.8969182719219
"637",32751,2910,11.0736713207088
"638",35470,2910,11.3341659562872
"639",35851,2910,11.2852054934366
"640",36189,2910,11.0901211721029
"641",36281,2910,11.2320195309803
"642",37195,2910,11.3570423028263
"643",37915,2910,11.0051754961574
"644",37917,2910,11.1858263214616
"645",39083,2910,10.9518536443107
"646",44362,2910,11.1391660121987
"647",44365,2910,11.2328465131848
"648",44484,2910,11.0688634302279
"649",46506,2910,11.3843298223671
"650",46949,2910,11.0912695238406
"651",50000,2910,11.561036187018
"652",50046,2910,11.1014764250509
"653",52264,2910,11.8748669336599
"654",52265,2910,12.0887751656057
"655",53131,2910,10.9903991276436
"656",53677,2910,10.9229359738171
"657",53697,2910,10.9735152085572
"658",54399,2910,11.4468866230084
"659",57410,2910,10.9548705784961
"660",4537,2911,11.2356280193653
"661",21439,2911,11.0017282024942
"662",25176,2911,11.7545877537344
"663",27035,2911,11.4464328964363
"664",31330,2911,11.0980259859216
"665",33470,2911,11.0597387156956
"666",37913,2911,11.7143348930539
"667",37915,2911,11.4792030493691
"668",37917,2911,11.6338581374403
"669",38944,2911,11.4455370989588
"670",46949,2911,11.1480619306079
"671",48609,2911,10.9071831026349
"672",50317,2911,11.0701654226582
"673",56097,2911,11.639884212325
"674",262,2934,11.6645291932211
"675",21626,2934,11.0217262939231
"676",21628,2934,11.0365460203851
"677",21687,2934,11.4979056753541
"678",21751,2934,10.9492888317384
"679",21778,2934,11.1944614330764
"680",21803,2934,11.2640592389234
"681",25839,2934,11.5382155928424
"682",33886,2934,11.2435292045923
"683",37944,2934,10.9246740286254
"684",56649,2934,12.0060939673519
"685",262,2935,13.4687871966111
"686",3618,2935,10.9844536057431
"687",21751,2935,10.9412649470892
"688",21778,2935,11.1299918773515
"689",23167,2935,10.9050618768472
"690",23343,2935,10.8768939384944
"691",23375,2935,11.0919294265753
"692",23431,2935,11.5591521558333
"693",56649,2935,13.8150420183384
"694",56650,2935,11.5853842846346
"695",4537,3000,11.0930690323083
"696",7477,3000,13.0755721989093
"697",15203,3000,10.8811780559854
"698",17540,3000,11.1477464161995
"699",17545,3000,12.0955856036055
"700",17981,3000,11.3502645040615
"701",18321,3000,12.1291737748083
"702",19636,3000,11.0097857046175
"703",19769,3000,11.0681158210767
"704",21439,3000,11.4595405614318
"705",22935,3000,10.9281940646678
"706",24780,3000,11.2267803758613
"707",25176,3000,12.5863817176836
"708",25579,3000,11.0108703257354
"709",26046,3000,11.9740775392477
"710",26216,3000,11.8156652352752
"711",26238,3000,11.1804424693096
"712",26260,3000,11.1228109777528
"713",30185,3000,13.281147357481
"714",30226,3000,11.3190801389487
"715",30972,3000,10.9839665154868
"716",31330,3000,11.5488579170666
"717",31979,3000,11.0425735579668
"718",31981,3000,11.6918882439825
"719",32000,3000,11.1833398151049
"720",32018,3000,11.6231738870168
"721",33124,3000,11.1752904804442
"722",33468,3000,10.9241428287123
"723",33470,3000,11.0032856380321
"724",33654,3000,11.6801757246053
"725",33682,3000,11.3880789110775
"726",33721,3000,11.4937568746367
"727",33759,3000,11.2295767464952
"728",35164,3000,11.1386093363885
"729",35229,3000,13.0257243388318
"730",35286,3000,10.935900145291
"731",36659,3000,11.3624983209337
"732",37389,3000,11.0459173235092
"733",37714,3000,11.2958737046716
"734",37718,3000,11.1041014038829
"735",37915,3000,11.1959298672729
"736",37917,3000,11.186232651092
"737",39023,3000,11.2634577304245
"738",41012,3000,11.9442063741371
"739",41277,3000,10.9137869877539
"740",42116,3000,11.1189715946837
"741",43019,3000,11.0862300940119
"742",43020,3000,11.6070648407386
"743",43070,3000,13.1849990646244
"744",47908,3000,10.8945552400655
"745",56097,3000,11.7322893529541
"746",57410,3000,11.3593942732191
"747",57925,3000,10.9696299753191
"748",58207,3000,10.9216171958168
"749",58210,3000,11.0914267064698
"750",21747,3011,10.8925926884905
"751",21778,3011,11.1792476061755
"752",37949,3011,11.3158083829654
"753",7477,3030,11.0609988632712
"754",26046,3030,11.6502562475872
"755",28146,3030,10.9729464505792
"756",30185,3030,11.0299578023237
"757",31330,3030,11.0138956165975
"758",33470,3030,11.1651538825682
"759",33654,3030,11.483218057157
"760",35229,3030,10.9396010682504
"761",37915,3030,11.1271245522826
"762",37917,3030,11.1549891358826
"763",39023,3030,11.506243586559
"764",43019,3030,10.9201519458738
"765",43070,3030,11.1200684649786
"766",57111,3092,11.3688582260933
"767",25839,3116,10.9814413591976
"768",37949,3127,10.9182077889432
"769",262,3130,11.2726655646899
"770",21778,3130,11.6307142344849
"771",37949,3130,12.6647636447318
"772",47342,3130,11.3290757775486
"773",37949,3131,11.0033195355695
"774",47342,3179,10.8960211692547
"775",262,3182,11.4834738406088
"776",56649,3182,11.7567696713233
"777",37944,3196,10.9699181642917
"778",36559,3231,11.0048494548355
"779",36559,3232,10.9483784276787
"780",23475,3264,11.5330802102677
"781",23475,3265,11.034491681891
"782",262,3274,11.4141137257685
"783",56649,3274,12.0149983769736
"784",57111,3274,11.0709471975068
"785",262,3291,12.4548077338351
"786",56649,3291,12.2518143734209
"787",262,3296,12.0640257732596
"788",56649,3296,11.8737589398712
"789",57111,3296,10.9151043097613
"790",262,3338,10.9083633880889
"791",1278,3338,10.8978631226841
"792",3511,3338,11.0764004145657
"793",3618,3338,11.0119744192961
"794",3647,3338,10.982677020525
"795",3661,3338,11.0463207859518
"796",23266,3338,11.5344053164279
"797",23267,3338,11.3199074374826
"798",37949,3338,11.0038904385274
"799",47342,3338,10.9649545181343
"800",53933,3338,11.5978937306491
"801",53940,3338,11.4710734717003
"802",56649,3338,11.0215500433469
"803",262,3357,11.0812384565391
"804",21778,3359,11.0233912575008
"805",37949,3359,11.7754415098817
"806",39919,3396,11.234474369619
"807",41732,3396,12.3543979866357
"808",50668,3396,11.0247355182669
"809",58090,3396,11.2457965348447
"810",262,3400,11.2667616828504
"811",1278,3400,11.0052220949357
"812",3511,3400,10.9984483897112
"813",3618,3400,11.8710296565294
"814",3647,3400,10.9037987345099
"815",3661,3400,11.1035939349721
"816",21778,3400,10.8831913168433
"817",23266,3400,11.4726023445725
"818",23267,3400,11.2071562340264
"819",37944,3400,11.2172761993273
"820",37949,3400,11.3263504673812
"821",47342,3400,11.1221836071857
"822",53933,3400,11.5359185582028
"823",53940,3400,11.4202434020605
"824",56649,3400,11.5185608653085
"825",37949,3404,12.1535930434285
"826",53933,3404,10.9368853751394
"827",47342,3406,11.1765513217989
"828",37949,3430,11.0732556423011
"829",57111,3437,10.9467286102643
"830",262,3439,10.9287927902832
"831",56649,3439,11.3586284585526
"832",262,3443,11.2888674301661
"833",37944,3443,11.2897156298904
"834",56649,3443,11.9693076020996
"835",57111,3443,11.1743753440568
"836",262,3453,12.2588504050169
"837",56649,3453,12.0322226116728
"838",262,3509,11.3166365954723
"839",56649,3509,11.1862966205362
"840",57111,3509,11.0935478917311
